https://www.guideline.gov/summaries/summary/51257/acr-appropriateness-criteria--multiple-gestations	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51257/acr-appropriateness-criteria--multiple-gestations
https://www.guideline.gov/summaries/summary/51257/acr-appropriateness-criteria--multiple-gestations	http://archive.is/S0Rs6
https://www.guideline.gov/summaries/summary/51257/acr-appropriateness-criteria--multiple-gestations	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51258/acr-appropriateness-criteria--ovarian-cancer-screening	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51258/acr-appropriateness-criteria--ovarian-cancer-screening
https://www.guideline.gov/summaries/summary/51258/acr-appropriateness-criteria--ovarian-cancer-screening	http://archive.is/2oOzl
https://www.guideline.gov/summaries/summary/51258/acr-appropriateness-criteria--ovarian-cancer-screening	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51259/acr-appropriateness-criteria--chronic-ankle-pain	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51259/acr-appropriateness-criteria--chronic-ankle-pain
https://www.guideline.gov/summaries/summary/51259/acr-appropriateness-criteria--chronic-ankle-pain	http://archive.is/J37eQ
https://www.guideline.gov/summaries/summary/51259/acr-appropriateness-criteria--chronic-ankle-pain	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51260/acr-appropriateness-criteria--first-trimester-vaginal-bleeding	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51260/acr-appropriateness-criteria--first-trimester-vaginal-bleeding
https://www.guideline.gov/summaries/summary/51260/acr-appropriateness-criteria--first-trimester-vaginal-bleeding	http://archive.is/eUKHF
https://www.guideline.gov/summaries/summary/51260/acr-appropriateness-criteria--first-trimester-vaginal-bleeding	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51261/acr-appropriateness-criteria--headache---child	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51261/acr-appropriateness-criteria--headache---child
https://www.guideline.gov/summaries/summary/51261/acr-appropriateness-criteria--headache---child	http://archive.is/6gJxL
https://www.guideline.gov/summaries/summary/51261/acr-appropriateness-criteria--headache---child	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51262/acr-appropriateness-criteria--orbits-vision-and-visual-loss	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51262/acr-appropriateness-criteria--orbits-vision-and-visual-loss
https://www.guideline.gov/summaries/summary/51262/acr-appropriateness-criteria--orbits-vision-and-visual-loss	http://archive.is/bt2Be
https://www.guideline.gov/summaries/summary/51262/acr-appropriateness-criteria--orbits-vision-and-visual-loss	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51263/acr-appropriateness-criteria--pretreatment-staging-of-muscleinvasive-bladder-cancer	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51263/acr-appropriateness-criteria--pretreatment-staging-of-muscleinvasive-bladder-cancer
https://www.guideline.gov/summaries/summary/51263/acr-appropriateness-criteria--pretreatment-staging-of-muscleinvasive-bladder-cancer	http://archive.is/VeFh7
https://www.guideline.gov/summaries/summary/51263/acr-appropriateness-criteria--pretreatment-staging-of-muscleinvasive-bladder-cancer	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51264/acr-appropriateness-criteria--posttreatment-followup-of-prostate-cancer	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51264/acr-appropriateness-criteria--posttreatment-followup-of-prostate-cancer
https://www.guideline.gov/summaries/summary/51264/acr-appropriateness-criteria--posttreatment-followup-of-prostate-cancer	http://archive.is/dgDyg
https://www.guideline.gov/summaries/summary/51264/acr-appropriateness-criteria--posttreatment-followup-of-prostate-cancer	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51265/acr-appropriateness-criteria--softtissue-masses	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51265/acr-appropriateness-criteria--softtissue-masses
https://www.guideline.gov/summaries/summary/51265/acr-appropriateness-criteria--softtissue-masses	http://archive.is/hrhA2
https://www.guideline.gov/summaries/summary/51265/acr-appropriateness-criteria--softtissue-masses	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51266/acr-appropriateness-criteria--radiologic-management-of-uterine-leiomyomas	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51266/acr-appropriateness-criteria--radiologic-management-of-uterine-leiomyomas
https://www.guideline.gov/summaries/summary/51266/acr-appropriateness-criteria--radiologic-management-of-uterine-leiomyomas	http://archive.is/nHfFc
https://www.guideline.gov/summaries/summary/51266/acr-appropriateness-criteria--radiologic-management-of-uterine-leiomyomas	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51283/practice-guidelines-for-moderate-procedural-sedation-and-analgesia-2018-a-report-by-the-american-society-of-anesthesiologists-task-force-on-moderate-procedural-sedation-and-analgesia-the-american-association-of-oral-and-maxillofacial-surgeons-american-college-	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51283/practice-guidelines-for-moderate-procedural-sedation-and-analgesia-2018-a-report-by-the-american-society-of-anesthesiologists-task-force-on-moderate-procedural-sedation-and-analgesia-the-american-association-of-oral-and-maxillofacial-surgeons-american-college-
https://www.guideline.gov/summaries/summary/51283/practice-guidelines-for-moderate-procedural-sedation-and-analgesia-2018-a-report-by-the-american-society-of-anesthesiologists-task-force-on-moderate-procedural-sedation-and-analgesia-the-american-association-of-oral-and-maxillofacial-surgeons-american-college-	http://archive.is/5mykH
https://www.guideline.gov/summaries/summary/51283/practice-guidelines-for-moderate-procedural-sedation-and-analgesia-2018-a-report-by-the-american-society-of-anesthesiologists-task-force-on-moderate-procedural-sedation-and-analgesia-the-american-association-of-oral-and-maxillofacial-surgeons-american-college-	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51286/occupational-therapy-practice-guidelines-for-adults-with-arthritis-and-other-rheumatic-conditions	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51286/occupational-therapy-practice-guidelines-for-adults-with-arthritis-and-other-rheumatic-conditions
https://www.guideline.gov/summaries/summary/51286/occupational-therapy-practice-guidelines-for-adults-with-arthritis-and-other-rheumatic-conditions	http://archive.is/O7a1A
https://www.guideline.gov/summaries/summary/51286/occupational-therapy-practice-guidelines-for-adults-with-arthritis-and-other-rheumatic-conditions	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51287/occupational-therapy-practice-guidelines-for-adults-with-musculoskeletal-conditions	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51287/occupational-therapy-practice-guidelines-for-adults-with-musculoskeletal-conditions
https://www.guideline.gov/summaries/summary/51287/occupational-therapy-practice-guidelines-for-adults-with-musculoskeletal-conditions	http://archive.is/Xss68
https://www.guideline.gov/summaries/summary/51287/occupational-therapy-practice-guidelines-for-adults-with-musculoskeletal-conditions	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51294/clinical-practice-guideline-on-systemic-lupus-erythematosus	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51294/clinical-practice-guideline-on-systemic-lupus-erythematosus
https://www.guideline.gov/summaries/summary/51294/clinical-practice-guideline-on-systemic-lupus-erythematosus	http://archive.is/5NLcG
https://www.guideline.gov/summaries/summary/51294/clinical-practice-guideline-on-systemic-lupus-erythematosus	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51298/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-dihydropyrimidine-dehydrogenase-genotype-and-fluoropyrimidine-dosing-2017-update	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51298/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-dihydropyrimidine-dehydrogenase-genotype-and-fluoropyrimidine-dosing-2017-update
https://www.guideline.gov/summaries/summary/51298/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-dihydropyrimidine-dehydrogenase-genotype-and-fluoropyrimidine-dosing-2017-update	http://archive.is/PynTz
https://www.guideline.gov/summaries/summary/51298/clinical-pharmacogenetics-implementation-consortium-cpic-guideline-for-dihydropyrimidine-dehydrogenase-genotype-and-fluoropyrimidine-dosing-2017-update	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51299/american-academy-of-orthopaedic-surgeons-appropriate-use-criteria-for-the-management-of-osteoarthritis-of-the-hip	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51299/american-academy-of-orthopaedic-surgeons-appropriate-use-criteria-for-the-management-of-osteoarthritis-of-the-hip
https://www.guideline.gov/summaries/summary/51299/american-academy-of-orthopaedic-surgeons-appropriate-use-criteria-for-the-management-of-osteoarthritis-of-the-hip	http://archive.is/BokBQ
https://www.guideline.gov/summaries/summary/51299/american-academy-of-orthopaedic-surgeons-appropriate-use-criteria-for-the-management-of-osteoarthritis-of-the-hip	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
https://www.guideline.gov/summaries/summary/51326/vadod-clinical-practice-guideline-for-the-management-of-pregnancy	Error (The Internet Archive): 502 Server Error: Bad Gateway for url: https://web.archive.org/save/https://www.guideline.gov/summaries/summary/51326/vadod-clinical-practice-guideline-for-the-management-of-pregnancy
https://www.guideline.gov/summaries/summary/51326/vadod-clinical-practice-guideline-for-the-management-of-pregnancy	http://archive.is/i3Dhl
https://www.guideline.gov/summaries/summary/51326/vadod-clinical-practice-guideline-for-the-management-of-pregnancy	['Error (The WebCite Archive):  Received a Page Not Found error from the website concerned']
